target,frequency_band,pipeline,estimator,pipeline_is_causal,safety_pass,trial_count,numerical_failure_fraction,nonphysical_fraction,stiffness_relative_bias,stiffness_relative_error_median,stiffness_p95_abs_relative_error,stiffness_worst_abs_relative_error,damping_relative_bias,damping_relative_error_median,damping_p95_abs_relative_error,damping_worst_abs_relative_error,effective_mass_relative_bias,effective_mass_relative_error_median,effective_mass_p95_abs_relative_error,effective_mass_worst_abs_relative_error,direct_natural_frequency_relative_bias,direct_natural_frequency_relative_error_median,direct_natural_frequency_p95_abs_relative_error,direct_natural_frequency_worst_abs_relative_error,direct_damping_ratio_relative_bias,direct_damping_ratio_relative_error_median,direct_damping_ratio_p95_abs_relative_error,direct_damping_ratio_worst_abs_relative_error,direct_inverse_mass_relative_bias,direct_inverse_mass_relative_error_median,direct_inverse_mass_p95_abs_relative_error,direct_inverse_mass_worst_abs_relative_error,ratio_natural_frequency_relative_bias,ratio_natural_frequency_relative_error_median,ratio_natural_frequency_p95_abs_relative_error,ratio_natural_frequency_worst_abs_relative_error,ratio_damping_ratio_relative_bias,ratio_damping_ratio_relative_error_median,ratio_damping_ratio_p95_abs_relative_error,ratio_damping_ratio_worst_abs_relative_error,ratio_inverse_mass_relative_bias,ratio_inverse_mass_relative_error_median,ratio_inverse_mass_p95_abs_relative_error,ratio_inverse_mass_worst_abs_relative_error,force_fit_rmse_n,normalized_condition_number,maximum_abs_parameter_correlation,displacement_regressor_variance,velocity_regressor_variance,acceleration_regressor_variance,displacement_regressor_rms,velocity_regressor_rms,acceleration_regressor_rms,cross_correlation_x_v,cross_correlation_x_a,cross_correlation_v_a,relative_fisher_information_stiffness,relative_fisher_information_damping,relative_fisher_information_effective_mass,relative_fisher_information_geometric_mean,effective_acceleration_delay_s,acceleration_noise_attenuation_db,computational_cost_units_per_sample,peak_force_n,absolute_input_energy_j,peak_target_displacement_m,peak_target_velocity_m_per_s,peak_target_acceleration_m_per_s2,minimum_instrument_strength
rigid_high_stiffness,low_0p25_2_hz,backward_difference,ols,True,True,20,0.0,0.0,-0.03994584026138793,0.04191027918916768,0.04788658783820123,0.048843558865904586,-1.3725089151270364,1.3762494390311282,1.387303746217079,1.3974854503845389,-0.9891791103786483,0.9890325241651672,0.9903168366739892,0.9907559652563176,8.433348725597785,8.344127627832727,8.968359558866755,9.174395710440761,-4.65683050104886,4.648790208581065,4.765187100897848,4.776476133902707,91.79021783528518,90.17873932531937,102.28371836135783,107.17787121401982,1.6244951966874261,1.6545284430439238,1.787964180866973,1.8232460442141136,-7.164764557948798,7.096215589128471,7.601242295390918,8.006637382405115,5.855152415013305,5.956904732824711,6.694567742583874,6.975950388808144,0.09656107398145161,3.5842577169217353,0.8523430991276815,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.005,0.0,8.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,-1.0
rigid_high_stiffness,low_0p25_2_hz,backward_difference,tls,True,True,20,0.0,0.0,-0.02324020674531544,0.024073410298788074,0.032096094401890804,0.03266874293842295,-1.4159200932762643,1.4193383513870934,1.4344070353022134,1.4455008731001868,-0.9869358108015682,0.9868042370926176,0.9882314368967515,0.988495980212398,7.657693516695265,7.618835166104789,8.099276754881016,8.205854498312311,-4.683316477169148,4.675949126328176,4.782873015771145,4.798806189110678,75.81049231382117,74.78315078261585,83.97444974520477,85.92613699062916,1.6244951966874261,1.6545284430439238,1.787964180866973,1.8232460442141136,-7.164764557948798,7.096215589128471,7.601242295390918,8.006637382405115,5.855152415013305,5.956904732824711,6.694567742583874,6.975950388808144,0.09715451579457049,3.5842577169217353,0.8523430991276815,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.005,0.0,8.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,-1.0
rigid_high_stiffness,low_0p25_2_hz,backward_difference,iv,True,True,20,0.0,0.05,-0.027898331005700872,0.02447990457322413,0.054040013870556965,0.07507161436283093,-0.07575622125440043,0.11860954383321073,0.4212929979893971,0.4450906937641511,-0.4880434203165647,0.44854176982644667,0.9654843677910494,1.2844228966560571,0.7235910586167387,0.29181739322810446,2.9749271720045654,3.3202110727431373,0.6945959544654297,0.37652955717014747,3.6409552930424898,4.2696955164337504,3.0029318906698013,0.7112897851692166,15.602552699520249,18.492466627124685,1.6244951966874261,1.6545284430439238,1.787964180866973,1.8232460442141136,-7.164764557948798,7.096215589128471,7.601242295390918,8.006637382405115,5.855152415013305,5.956904732824711,6.694567742583874,6.975950388808144,3.107513998728208,3.5842577169217353,0.8523430991276815,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.005,0.0,8.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,0.00014616421864105714
rigid_high_stiffness,low_0p25_2_hz,causal_low_pass,ols,True,True,20,0.0,1.0,-0.029973571545263623,0.03155234613646104,0.03850050435912547,0.03926888043810754,-0.6920700979013862,0.6941716830309177,0.7770169548078878,0.7999443011790499,-1.0152444047338296,1.0143285133221407,1.0200388717669662,1.0230738063706273,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,0.0632927750054458,2.007822824384394,0.6020142671922459,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.015,16.10426073564376,20.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,-1.0
rigid_high_stiffness,low_0p25_2_hz,causal_low_pass,tls,True,True,20,0.0,1.0,-0.023073551191497822,0.024437893161885653,0.03203422012530762,0.03259628805233865,-0.6906439304825884,0.6931580192209481,0.7774200686550791,0.7998986164686206,-1.015357344570153,1.0144172377893685,1.020273837310422,1.0233556450211074,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,0.06340236995846599,2.007822824384394,0.6020142671922459,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.015,16.10426073564376,20.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,-1.0
rigid_high_stiffness,low_0p25_2_hz,causal_low_pass,iv,True,True,20,0.0,0.0,-0.008594457023593361,0.009188894297930631,0.028496921878912163,0.035117203056877426,-0.0664062380210893,0.09737999375235384,0.19488756032662216,0.2189962882221252,-0.0869146399636862,0.1046120198418361,0.280226199689275,0.33211245973949843,0.049989278553635844,0.05073738575065755,0.17163621191890605,0.20628044347186147,-0.011543235293256005,0.09272618732342147,0.18765067581604855,0.21904481386277355,0.11863879613230863,0.10318230612362367,0.38973332192748705,0.4972580557648403,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,0.7520450994149277,2.007822824384394,0.6020142671922459,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.015,16.10426073564376,20.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,0.0022710488433588033
rigid_high_stiffness,low_0p25_2_hz,causal_polynomial,ols,True,True,20,0.0,0.95,-0.04381002536085915,0.046612374627543654,0.05222459360263776,0.05254157693165757,-1.0756623360911841,1.0795269193724848,1.29218685876634,1.351604043523185,-1.146406218090694,1.1449387463272558,1.2725967582273034,1.3026392527306023,13.478862722814304,13.478862722814304,13.478862722814304,13.478862722814304,-6.3428684120245835,6.3428684120245835,6.3428684120245835,6.3428684120245835,219.0164068325446,219.0164068325446,219.0164068325446,219.0164068325446,-0.8237894625492295,0.8237894625492295,0.8237894625492295,0.8237894625492295,-10.310741520083946,10.310741520083946,10.310741520083946,10.310741520083946,-0.9964237902928872,0.9964237902928872,0.9964237902928872,0.9964237902928872,0.09565193316688206,3.138610795975092,0.8139812373204196,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.03,31.85420881757568,92.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,-1.0
rigid_high_stiffness,low_0p25_2_hz,causal_polynomial,tls,True,True,20,0.0,0.95,-0.027933436777795712,0.029119645944906382,0.03705252364612477,0.03772491222787778,-1.1095885716490244,1.1076144221750288,1.3447405139058397,1.420574119871019,-1.1320129796430276,1.1303418392556002,1.2689365300057822,1.301982121683934,4.2374606764065295,4.2374606764065295,4.2374606764065295,4.2374606764065295,-3.2691438635445724,3.2691438635445724,3.2691438635445724,3.2691438635445724,27.25792456765675,27.25792456765675,27.25792456765675,27.25792456765675,-0.8237894625492295,0.8237894625492295,0.8237894625492295,0.8237894625492295,-10.310741520083946,10.310741520083946,10.310741520083946,10.310741520083946,-0.9964237902928872,0.9964237902928872,0.9964237902928872,0.9964237902928872,0.09603385760268132,3.138610795975092,0.8139812373204196,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.03,31.85420881757568,92.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,-1.0
rigid_high_stiffness,low_0p25_2_hz,causal_polynomial,iv,True,True,20,0.0,0.05,-0.038569437420637745,0.038489330714731526,0.05938337850485301,0.07372740384539066,-0.37859699576839995,0.37915024010171333,0.5360002932697325,0.5413860944523862,-0.6790956685236207,0.6779688824210766,0.9839588777739815,1.131764015287052,1.1277811451044448,0.7113376577939476,2.6342866057430565,5.393445060518249,0.39895333836582153,0.19057848938837765,1.6284723147975084,4.07327783050158,5.175357657577921,2.0451482172961093,13.73884539326026,40.98092892148057,-0.8237894625492295,0.8237894625492295,0.8237894625492295,0.8237894625492295,-10.310741520083946,10.310741520083946,10.310741520083946,10.310741520083946,-0.9964237902928872,0.9964237902928872,0.9964237902928872,0.9964237902928872,0.14225362096151128,3.138610795975092,0.8139812373204196,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.03,31.85420881757568,92.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,0.15649019067529413
rigid_high_stiffness,low_0p25_2_hz,alpha_beta_gamma,ols,True,True,20,0.0,0.0,-0.03047454502388035,0.03225976120936275,0.0391785221545512,0.04074197748155325,-2.0950760587078454,2.0989626657571376,2.24157998765649,2.2638944762849014,-0.6313438182271749,0.6286072683540791,0.6975877454640523,0.7379223058706295,0.633751516065042,0.6140894005568871,0.7890452180028371,0.9306470714884364,-2.835897286798941,2.8382217490268156,2.938457175958254,2.9448069161262,1.7672356539193477,1.6925842882605167,2.3102919000122633,2.8156623871483153,-0.42083878527099366,0.4231801811816861,0.4634401964703425,0.5041631541102375,-2.8137497162952654,2.8204664083524,2.882319250240362,2.889487635905477,-0.6743564485500773,0.6794473559691756,0.7246195100556743,0.7692398796591533,0.06249858246697323,2.048484591779136,0.6050457925641661,4.137908726587481e-08,4.1947352060701155e-06,0.002459921032239679,0.0002760273721982591,0.002048107064893696,0.049639748258861666,0.000387672112607019,-0.4298443047404117,0.07338387670965195,377674.8593670949,2256.129251597412,3037.214682092579,13729.430228392559,0.04,39.30976937757255,24.0,0.9999990561676864,0.0020878226259354636,0.0005687325649182168,0.008091702864495929,0.1984972133233338,-1.0
